t,x_px,y_px,x_cm,y_cm
0, 715.34, 1632.7, 24.79996117097253, 56.60370817212353
0.033, 715.44, 1632.48, 24.803428048425346, 56.59608104172734
0.066, 715.24, 1631.74, 24.796494293519714, 56.5704261485765
0.099, 715.94, 1634.24, 24.820762435689424, 56.657098084896894
0.132, 716.06, 1634.69, 24.8249226886328, 56.67269903343457
0.165, 716.57, 1636.1, 24.842603763642163, 56.72158200551927
0.198, 716.43, 1636.09, 24.837750135208218, 56.72123531777398
0.231, 716.65, 1636.27, 24.845377265604416, 56.72747569718906
0.264, 715.93, 1634.0, 24.82041574794414, 56.64877757901014
0.29700000000000004, 716.08, 1634.01, 24.825616064123366, 56.649124266755415
0.33000000000000007, 715.51, 1631.28, 24.805854862642313, 56.55447851229355
0.3630000000000001, 715.59, 1631.33, 24.80862836460457, 56.556211951019954
0.39600000000000013, 714.63, 1628.86, 24.775346341057535, 56.4705800779354
0.42900000000000016, 714.61, 1628.87, 24.774652965566972, 56.47092676568068
0.4620000000000002, 713.75, 1626.9, 24.744837819472757, 56.40262927986022
0.4950000000000002, 713.73, 1626.88, 24.744144443982194, 56.40193590436966
0.5280000000000002, 712.48, 1624.64, 24.700808475821997, 56.32427784942658
0.5610000000000003, 712.26, 1624.59, 24.693181345425803, 56.32254441070017
0.5940000000000003, 715.12, 1631.41, 24.792334040576332, 56.55898545298221
0.6270000000000003, 714.69, 1631.74, 24.777426467529228, 56.5704261485765
0.6600000000000004, 714.54, 1631.84, 24.77222615135, 56.57389302602931
0.6930000000000004, 714.39, 1631.88, 24.767025835170777, 56.575279777010444
0.7260000000000004, 714.36, 1631.92, 24.765985771934933, 56.57666652799157
0.7590000000000005, 714.46, 1631.94, 24.769452649387752, 56.57735990348213
0.7920000000000005, 714.54, 1631.99, 24.77222615135, 56.57909334220854
0.8250000000000005, 715.07, 1631.64, 24.790600601849928, 56.566959271123686
0.8580000000000005, 715.3, 1631.54, 24.7985744199914, 56.56349239367087
0.8910000000000006, 715.38, 1631.33, 24.801347921953653, 56.556211951019954
0.9240000000000006, 714.75, 1631.86, 24.779506594000914, 56.57458640151987
0.9570000000000006, 714.56, 1631.89, 24.772919526840564, 56.57562646475573
0.9900000000000007, 715.11, 1631.44, 24.791987352831054, 56.560025516218055
1.0230000000000006, 714.56, 1631.56, 24.772919526840564, 56.564185769161426
1.0560000000000005, 715.11, 1631.09, 24.791987352831054, 56.547891445133196
1.0890000000000004, 715.39, 1630.99, 24.801694609698934, 56.54442456768038
1.1220000000000003, 715.51, 1630.91, 24.805854862642313, 56.541651065718135
1.1550000000000002, 715.55, 1631.0, 24.80724161362344, 56.544771255425665
1.1880000000000002, 715.5, 1630.93, 24.805508174897035, 56.54234444120869
1.221, 715.63, 1630.99, 24.810015115585696, 56.54442456768038
1.254, 715.6, 1630.94, 24.80897505234985, 56.542691128953976
1.287, 715.67, 1631.03, 24.81140186656682, 56.54581131866151
1.3199999999999998, 715.57, 1631.06, 24.807934989114006, 56.54685138189735
1.3529999999999998, 715.47, 1631.12, 24.80446811166119, 56.54893150836904
1.3859999999999997, 715.31, 1631.04, 24.798921107736682, 56.546158006406785
1.4189999999999996, 715.27, 1631.09, 24.797534356755556, 56.547891445133196
1.4519999999999995, 715.26, 1631.06, 24.797187669010274, 56.54685138189735
1.4849999999999994, 715.02, 1630.41, 24.788867163123516, 56.52431667845405
1.5179999999999993, 713.06, 1629.05, 24.720916365048325, 56.477167145095756
1.5509999999999993, 710.47, 1625.86, 24.6311242390204, 56.366573754350924
1.5839999999999992, 710.44, 1613.53, 24.630084175784557, 55.93910776441874
1.616999999999999, 709.81, 1594.97, 24.608242847831814, 55.295655309176134
1.649999999999999, 705.79, 1579.02, 24.46887437422862, 54.74268835545201
1.682999999999999, 700.79, 1563.8, 24.295530501587827, 54.215029607133445
1.7159999999999989, 692.32, 1546.83, 24.001885981334333, 53.6267005033906
1.7489999999999988, 687.74, 1528.26, 23.84310299399537, 52.982901360402714
1.7819999999999987, 681.51, 1510.31, 23.627116528684944, 52.360596857622276
1.8149999999999986, 678.64, 1490.06, 23.52761714578913, 51.65855417342708
1.8479999999999985, 676.1, 1464.79, 23.43955845848761, 50.78247424110052
1.8809999999999985, 675.92, 1443.3, 23.43331807907254, 50.03744227649041
1.9139999999999984, 674.72, 1422.62, 23.391715549638754, 49.3204920192481
1.9469999999999983, 671.84, 1402.24, 23.291869478997658, 48.613942394364244
1.9799999999999982, 673.03, 1380.82, 23.333125320686165, 47.8713372439711
2.012999999999998, 671.09, 1364.02, 23.26586789810154, 47.288901831898045
2.045999999999998, 669.17, 1342.13, 23.199303851007475, 46.53000235747667
2.078999999999998, 670.02, 1322.35, 23.22877230935641, 45.8442539973097
2.111999999999998, 672.44, 1301.68, 23.312670743714552, 45.12765042781268
2.144999999999998, 671.09, 1283.35, 23.26586789810154, 44.49217179071154
2.1779999999999977, 670.0, 1262.54, 23.228078933865845, 43.77071459278057
2.2109999999999976, 675.89, 1242.93, 23.432278015836694, 43.0908599242834
2.2439999999999976, 678.64, 1225.35, 23.52761714578913, 42.48138286807838
2.2769999999999975, 677.5, 1202.76, 23.48809474282703, 41.69821525148729
2.3099999999999974, 680.37, 1183.81, 23.587594125722845, 41.041241974178696
2.3429999999999973, 685.03, 1162.01, 23.74915061502406, 40.28546268946485
2.3759999999999972, 688.4, 1143.29, 23.865984385183953, 39.636463230297736
2.408999999999997, 689.26, 1122.96, 23.89579953127817, 38.931647044140284
2.441999999999997, 693.61, 1103.3, 24.046608700475655, 38.250058936916695
