t,x,y,vx,vy,v, v_cm
0, 564.38, 1548.05, 0, 0, 0.0, 0.0
0.033, 564.06, 1547.4, -9.802616119384766, -19.84937286376953, 22.1379508353, 0.767495626
0.066, 563.87, 1548.05, -5.850127220153809, 19.69400978088379, 20.5445378008, 0.7122539488
0.099, 564.21, 1548.41, 10.222463607788086, 10.986328125, 15.006604076, 0.5202605731
0.132, 563.89, 1548.05, -9.77302360534668, -10.842062950134277, 14.5966543048, 0.506048117
0.165, 563.88, 1547.83, -0.3347685933113098, -6.628787994384766, 6.6372357504, 0.2301048297
0.198, 563.82, 1547.91, -1.7829663753509521, 2.533883810043335, 3.098311789, 0.1074146728
0.231, 563.71, 1547.78, -3.477154493331909, -3.8396661281585693, 5.1801197913, 0.1795884051
0.264, 563.71, 1547.69, -0.009247750975191593, -2.8039181232452393, 2.8039333849, 0.0972089343
0.29700000000000004, 563.89, 1547.86, 5.413633346557617, 5.075165748596191, 7.4205616642, 0.2572617792
0.33000000000000007, 563.9, 1547.77, 0.4531398117542267, -2.822413682937622, 2.8585582463, 0.0991027113
0.3630000000000001, 563.92, 1547.82, 0.6954308748245239, 1.457445502281189, 1.6148595594, 0.055985202
0.39600000000000013, 563.91, 1547.92, -0.30147668719291687, 2.9037938117980957, 2.919401703, 0.1012120794
0.42900000000000016, 564.01, 1547.81, 3.1016957759857178, -3.3920750617980957, 4.5963779121, 0.1593507895
0.4620000000000002, 564.06, 1547.53, 1.3927112817764282, -8.396958351135254, 8.511671692, 0.2950892267
0.4950000000000002, 564.05, 1547.2, -0.3958037495613098, -9.957978248596191, 9.9658413174, 0.3455035056
0.5280000000000002, 564.0, 1547.12, -1.372366189956665, -2.4488043785095215, 2.8071394804, 0.0973200857
0.5610000000000003, 563.92, 1546.97, -2.363725185394287, -4.612778186798096, 5.1831380131, 0.1796930431
0.5940000000000003, 563.71, 1547.0, -6.4475321769714355, 0.9136778116226196, 6.5119489733, 0.2257612907
0.6270000000000003, 563.71, 1546.91, -0.027743253856897354, -2.62266206741333, 2.6228088135, 0.0909295674
0.6600000000000004, 563.65, 1546.87, -1.847700595855713, -1.2096058130264282, 2.2084256519, 0.076563411
0.6930000000000004, 564.11, 1546.75, 14.086174011230469, -3.6214191913604736, 14.544241924, 0.5042310439
0.7260000000000004, 564.29, 1546.81, 5.544951438903809, 1.9124349355697632, 5.8654831444, 0.2033491126
0.7590000000000005, 564.35, 1546.77, 1.7737185955047607, -1.2946851253509521, 2.195970647, 0.0761316112
0.7920000000000005, 564.32, 1546.71, -0.9802616238594055, -1.8976385593414307, 2.1358710077, 0.0740480304
0.8250000000000005, 564.2, 1546.6, -3.6269679069519043, -3.343986749649048, 4.9332689917, 0.1710303904
0.8580000000000005, 564.28, 1546.74, 2.287893533706665, 4.183682441711426, 4.7684017909, 0.1653146465
0.8910000000000006, 564.26, 1546.79, -0.5178740620613098, 1.664595127105713, 1.7432929667, 0.0604378308
0.9240000000000006, 564.29, 1547.0, 1.0098544359207153, 6.244081497192383, 6.3252160439, 0.2192874889
0.9570000000000006, 564.35, 1546.79, 1.8902403116226196, -6.362452507019043, 6.6373044317, 0.2301072108
0.9900000000000007, 564.34, 1546.85, -0.18125592172145844, 1.8347537517547607, 1.843685149, 0.0639183047
1.0230000000000006, 564.5, 1546.79, 4.934599876403809, -1.838452935218811, 5.2659457417, 0.1825638856
1.0560000000000005, 564.54, 1546.6, 1.0727391242980957, -5.792791366577148, 5.8912816175, 0.2042435141
1.0890000000000004, 564.52, 1546.49, -0.7157759070396423, -3.221916437149048, 3.3004667414, 0.1144231373
1.1220000000000003, 564.57, 1546.44, 1.3686671257019043, -1.46484375, 2.0047485485, 0.0695021754
1.1550000000000002, 564.67, 1546.46, 3.0739524364471436, 0.46608665585517883, 3.1090866799, 0.1077882251
1.1880000000000002, 564.63, 1546.45, -1.1541193723678589, -0.3958037495613098, 1.2201033194, 0.0422994869
1.221, 564.62, 1546.52, -0.2700343430042267, 2.0493016242980957, 2.0670160501, 0.0716609134
