t,x,y,vx,vy,v, v_cm
0, 721.86, 1609.48, 0, 0, 0.0, 0.0
0.033, 721.99, 1608.68, 3.7952771186828613, -24.16252326965332, 24.458774058, 0.8479557231
0.066, 721.33, 1608.53, -19.88266372680664, -4.572088241577148, 20.4015760224, 0.7072976391
0.099, 721.65, 1608.65, 9.723085403442383, 3.6843039989471436, 10.3977155084, 0.3604760546
0.132, 721.12, 1608.75, -16.116979598999023, 3.0924479961395264, 16.410979601, 0.5689485516
0.165, 720.92, 1608.4, -6.147904872894287, -10.73478889465332, 12.3706275074, 0.4288744958
0.198, 721.15, 1608.63, 6.915468215942383, 6.987600803375244, 9.831086845, 0.3408317332
0.231, 721.97, 1611.18, 24.898645401000977, 77.33708953857422, 81.2463400618, 2.8167110448
0.264, 721.79, 1610.91, -5.347049713134766, -8.285984992980957, 9.8614648699, 0.3418849021
0.29700000000000004, 721.98, 1613.5, 5.872322082519531, 78.60958099365234, 78.8286158929, 2.7328915108
0.33000000000000007, 721.89, 1613.69, -2.8150153160095215, 5.8519768714904785, 6.493838985, 0.2251334396
0.3630000000000001, 721.76, 1613.81, -4.08565616607666, 3.706498622894287, 5.5164045696, 0.1912469862
0.39600000000000013, 721.28, 1610.57, -14.448686599731445, -98.09274291992188, 99.1511531545, 3.4374489729
0.42900000000000016, 721.44, 1610.37, 4.775538444519043, -5.996241569519043, 7.6655515883, 0.2657552796
0.4620000000000002, 721.13, 1607.41, -9.305087089538574, -89.75867462158203, 90.2397035764, 3.1284999368
0.4950000000000002, 721.05, 1607.13, -2.5135388374328613, -8.578213691711426, 8.9388827875, 0.3099001119
0.5280000000000002, 719.49, 1603.75, -47.28190231323242, -102.4169921875, 112.804336616, 3.9107881119
0.5610000000000003, 719.3, 1603.2, -5.681818008422852, -16.808712005615234, 17.7430509477, 0.6151298327
0.5940000000000003, 718.54, 1600.32, -23.176713943481445, -87.33576202392578, 90.3587035791, 3.132625521
0.6270000000000003, 718.38, 1600.2, -4.831025123596191, -3.7323923110961914, 6.1048798475, 0.211648703
0.6600000000000004, 717.55, 1596.95, -25.122440338134766, -98.59951782226562, 101.7497024719, 3.5275374933
0.6930000000000004, 717.52, 1596.82, -1.0412967205047607, -4.061612129211426, 4.1929693232, 0.1453651081
0.7260000000000004, 716.77, 1594.72, -22.87523651123047, -63.53205108642578, 67.524796516, 2.3410019455
0.7590000000000005, 716.83, 1594.78, 1.6904889345169067, 1.7718690633773804, 2.4489329291, 0.0849015036
0.7920000000000005, 718.49, 1600.63, 50.32625961303711, 177.38296508789062, 184.3839722393, 6.3923663602
0.8250000000000005, 718.42, 1600.47, -2.027107000350952, -4.856918811798096, 5.2629672172, 0.1824606238
0.8580000000000005, 718.38, 1600.41, -1.3279770612716675, -1.9013376235961914, 2.3191825607, 0.0804032173
0.8910000000000006, 718.37, 1600.5, -0.15906131267547607, 2.7817234992980957, 2.786267416, 0.0965964768
0.9240000000000006, 718.34, 1600.41, -0.9765625, -2.6818478107452393, 2.8541166389, 0.0989487262
0.9570000000000006, 718.26, 1600.71, -2.4377071857452393, 9.199663162231445, 9.517153863, 0.3299480614
0.9900000000000007, 718.31, 1600.7, 1.5536221265792847, -0.36991003155708313, 1.5970520519, 0.0553678375
1.0230000000000006, 718.37, 1600.46, 1.9253817796707153, -7.390802383422852, 7.6374769844, 0.2647819675
1.0560000000000005, 718.4, 1600.63, 1.000606656074524, 5.18613862991333, 5.281784482, 0.1831129953
1.0890000000000004, 718.36, 1600.77, -1.2391986846923828, 4.309452056884766, 4.4840819366, 0.1554576256
1.1220000000000003, 718.43, 1600.14, 1.9827178716659546, -19.00227928161621, 19.1054388002, 0.66236215
1.1550000000000002, 717.38, 1596.33, -31.695741653442383, -115.48221588134766, 119.7529235356, 4.1516871051
1.1880000000000002, 714.78, 1591.63, -78.89810943603516, -142.34507751464844, 162.7483738878, 5.6422866791
1.221, 712.83, 1583.12, -59.08203125, -257.9493713378906, 264.6291036526, 9.1743667281
1.254, 712.4, 1565.53, -12.948700904846191, -533.155029296875, 533.3122326555, 18.489281547
1.287, 710.06, 1547.74, -70.86366271972656, -538.9441528320312, 543.5829915937, 18.8453561729
1.3199999999999998, 707.33, 1526.55, -82.6878433227539, -642.0824584960938, 647.3848594538, 22.4440397253
1.3529999999999998, 703.12, 1507.21, -127.5172348022461, -585.9375, 599.6527380493, 20.7892255706
1.3859999999999997, 700.15, 1485.22, -89.98431396484375, -666.4743041992188, 672.5215145257, 23.3154967524
1.4189999999999996, 696.46, 1465.08, -111.88668823242188, -610.3182983398438, 620.4893733981, 21.5116061835
1.4519999999999995, 692.58, 1445.37, -117.46123504638672, -597.2826538085938, 608.7230230162, 21.103681235
1.4849999999999994, 687.91, 1421.41, -141.588623046875, -725.974365234375, 739.6526634171, 25.6428514172
1.5179999999999993, 688.28, 1397.45, 11.200876235961914, -726.052001953125, 726.1383735212, 25.1743275478
1.5509999999999993, 687.56, 1374.31, -21.839488983154297, -701.2606811523438, 701.6006698971, 24.3236354335
1.5839999999999992, 685.46, 1352.83, -63.58568572998047, -650.8123168945312, 653.9111417081, 22.6702979333
1.616999999999999, 682.02, 1329.24, -104.12413024902344, -714.865966796875, 722.4092936141, 25.0450449174
1.649999999999999, 684.25, 1306.42, 67.47158813476562, -691.480224609375, 694.7642136006, 24.0866238716
1.682999999999999, 681.52, 1282.93, -82.66749572753906, -711.9547729492188, 716.7380972154, 24.8484314881
